,xmin,ymin,xmax,ymax,confidence,class,name
167,350.4197998046875,370.0799865722656,407.2869873046875,419.6017761230469,0.2851259410381317,13,bench
168,440.12109375,228.9948272705078,483.9557189941406,353.01507568359375,0.8898085355758667,0,person
169,482.9190979003906,234.62759399414062,525.7631225585938,361.89532470703125,0.7798019051551819,0,person
170,382.046630859375,137.35922241210938,404.8094787597656,196.26124572753906,0.41363999247550964,9,traffic light
171,352.49432373046875,329.8900451660156,414.4768981933594,420.1040954589844,0.4015968143939972,13,bench
172,403.4620056152344,142.5283966064453,421.51922607421875,199.49610900878906,0.3729490637779236,9,traffic light
173,440.59161376953125,229.63645935058594,484.4203796386719,351.5086669921875,0.8948172330856323,0,person
174,482.8492126464844,231.8426055908203,526.90380859375,360.4660949707031,0.7266803979873657,0,person
175,384.0845031738281,140.5829315185547,406.6833801269531,199.14820861816406,0.5177258849143982,9,traffic light
176,390.5314025878906,142.08160400390625,421.12457275390625,198.3739471435547,0.32405853271484375,9,traffic light
177,355.718994140625,325.5274658203125,415.39544677734375,413.6701354980469,0.3168126046657562,13,bench
